... loading data
... building the model
... training
epoch 1, minibatch 500/500, validation error 15.940000 %
     epoch 92, minibatch 500/500, test error of best model 7.350000 %
epoch 93, minibatch 500/500, validation error 7.080000 %
     epoch 93, minibatch 500/500, test error of best model 7.270000 %
epoch 94, minibatch 500/500, validation error 7.050000 %
     epoch 94, minibatch 500/500, test error of best model 7.310000 %
epoch 95, minibatch 500/500, validation error 7.050000 %
epoch 96, minibatch 500/500, validation error 7.030000 %
     epoch 96, minibatch 500/500, test error of best model 7.190000 %
epoch 97, minibatch 500/500, validation error 6.980000 %
     epoch 97, minibatch 500/500, test error of best model 7.170000 %
epoch 98, minibatch 500/500, validation error 6.960000 %
     epoch 98, minibatch 500/500, test error of best model 7.100000 %
epoch 99, minibatch 500/500, validation error 6.930000 %
     epoch 99, minibatch 500/500, test error of best model 7.060000 %
epoch 100, minibatch 500/500, validation error 6.930000 %
epoch 101, minibatch 500/500, validation error 6.910000 %
     epoch 101, minibatch 500/500, test error of best model 7.040000 %
epoch 102, minibatch 500/500, validation error 6.870000 %
     epoch 102, minibatch 500/500, test error of best model 7.010000 %
epoch 103, minibatch 500/500, validation error 6.860000 %
     epoch 103, minibatch 500/500, test error of best model 7.010000 %
epoch 104, minibatch 500/500, validation error 6.810000 %
     epoch 104, minibatch 500/500, test error of best model 6.980000 %
epoch 105, minibatch 500/500, validation error 6.810000 %
epoch 106, minibatch 500/500, validation error 6.810000 %
epoch 107, minibatch 500/500, validation error 6.790000 %
     epoch 107, minibatch 500/500, test error of best model 6.920000 %
epoch 108, minibatch 500/500, validation error 6.770000 %
     epoch 108, minibatch 500/500, test error of best model 6.900000 %
epoch 109, minibatch 500/500, validation error 6.700000 %
     epoch 109, minibatch 500/500, test error of best model 6.850000 %
epoch 110, minibatch 500/500, validation error 6.670000 %
